licno,place_id,name_tc,place_name_tc,name_en,place_name_en,adr_tc,place_adr_tc,adr_en,place_adr_en
2211030562,Ej1HLCBBaWsgU2FuIE1hbnNpb24sIDM1NS0zNjEgS2luZydzIFJkLCBOb3J0aCBQb2ludCwgSG9uZyBLb25nIh0aGwoWChQKEglHHLGBBAEENBFmR3F-4kxySxIBRw,McDonald's,英皇道355-361號G,McDonald's,"G, 355-361 King's Rd","香港北角 英皇道355至361號 地下A, B及C鋪 McDonald's",香港北角英皇道355-361號益新洋樓G,"McDonald's, SHOP A & B & C, G/F, 355-361 KING'S ROAD, HONG KONG","G, Aik San Mansion, 355-361 King's Rd, North Point, Hong Kong"
2211030562,Ej1GLCBBaWsgU2FuIE1hbnNpb24sIDM1NS0zNjEgS2luZydzIFJkLCBOb3J0aCBQb2ludCwgSG9uZyBLb25nIh0aGwoWChQKEglHHLGBBAEENBFmR3F-4kxySxIBRg,McDonald's,英皇道355-361號F,McDonald's,"F, 355-361 King's Rd","香港北角 英皇道355至361號 地下A, B及C鋪 McDonald's",香港北角英皇道355-361號益新洋樓F,"McDonald's, SHOP A & B & C, G/F, 355-361 KING'S ROAD, HONG KONG","F, Aik San Mansion, 355-361 King's Rd, North Point, Hong Kong"
2211030562,ChIJu6exgQQBBDQRi4eS3UsKXK0,McDonald's,麥當勞,McDonald's,McDonald's,"香港北角 英皇道355至361號 地下A, B及C鋪 McDonald's",香港北角英皇道益新洋樓,"McDonald's, SHOP A & B & C, G/F, 355-361 KING'S ROAD, HONG KONG","Aik San Mansion, King's Rd, North Point, Hong Kong"
2211030562,ChIJaQqPhwEBBDQRm4Ood65vXiY,McDonald's,麥當勞,McDonald's,McDonald's,"香港北角 英皇道355至361號 地下A, B及C鋪 McDonald's","Fortress Metro Tower, 238 King's Rd, Fortress Hill, 香港","McDonald's, SHOP A & B & C, G/F, 355-361 KING'S ROAD, HONG KONG","Fortress Metro Tower, 238 King's Rd, Fortress Hill, Hong Kong"
2211030775,ChIJKxnU0A0BBDQRMZmP4Q2wQOw,炳記,炳記小廚,炳記,Ping Kee,香港鰂魚涌 英皇道911號地下 炳記,"G/F, 911 King's Road, Quarry Bay, Quarry Bay, 香港","炳記, G/F, 911 KING'S ROAD, QUARRY BAY, HONG KONG","G/F, 911 King's Road, Quarry Bay, Quarry Bay, Hong Kong"
2211030775,EjPlnLDkuIsg54Kz6KiYLCA5MTEgS2luZydzIFJkLCBRdWFycnkgQmF5LCBIb25nIEtvbmciLhosChsSGQoUChIJndcu2Q0BBDQRIIS5OUPMSj0QjwcSDeWcsOS4iyDngrPoqJg,炳記,英皇道911號地下 炳記,炳記,"地下 炳記, 911 King's Rd",香港鰂魚涌 英皇道911號地下 炳記,香港鰂魚涌英皇道911號地下 炳記,"炳記, G/F, 911 KING'S ROAD, QUARRY BAY, HONG KONG","地下 炳記, 911 King's Rd, Quarry Bay, Hong Kong"
2211063449,ChIJwcrHwAQBBDQR0DZXJl8gav0,樂德,樂德茶餐廳,樂德,Lok Tak Restaurant,香港北角 渣華道80號地下 樂德,香港北角渣華道80號,"樂德, G/F, 80 JAVA ROAD, NORTH POINT, HONG KONG","80 Java Rd, North Point, Hong Kong"
2211063449,EjHlnLDkuIsg5qiC5b63LCA4MCBKYXZhIFJkLCBOb3J0aCBQb2ludCwgSG9uZyBLb25nIi0aKwoaEhgKFAoSCTUhZ8QEAQQ0Ed97cIEGRNyREFASDeWcsOS4iyDmqILlvrc,樂德,渣華道80號地下 樂德,樂德,"地下 樂德, 80 Java Rd",香港北角 渣華道80號地下 樂德,香港北角渣華道80號地下 樂德,"樂德, G/F, 80 JAVA ROAD, NORTH POINT, HONG KONG","地下 樂德, 80 Java Rd, North Point, Hong Kong"
2211063704,ChIJD_H6hQQBBDQRRUc3ptTb8DM,新釗記茶餐廳,新釗記,新釗記茶餐廳,Sun Chiu Kee,香港北角 英皇道473號地下及閣樓 新釗記茶餐廳,香港北角英皇道377號,"新釗記茶餐廳, G/F & C/L, 473 KING'S ROAD, NORTH POINT, HONG KONG","377 King's Rd, North Point, Hong Kong"
2211063704,ChIJH-3UPQUBBDQRJ3Lx-QAqCDc,新釗記茶餐廳,新釗記,新釗記茶餐廳,新釗記,香港北角 英皇道473號地下及閣樓 新釗記茶餐廳,香港北角英皇道475號英皇道475號,"新釗記茶餐廳, G/F & C/L, 473 KING'S ROAD, NORTH POINT, HONG KONG","475 King's Road, 475 King's Rd, North Point, Hong Kong"
2211074133,ChIJUXA9RoYBBDQRLsxbPgLfjUc,富臨皇宮,OK 便利店,富臨皇宮,Circle K,"香港柴灣 康翠臺商場第4層(部分) 第5層(部分), 第6層及天台(部分) 富臨皇宮","商場 L5 樓 3A 號舖及部份 3B 號舖 Chai Wan, 16號康翠臺, Tai Man St, Chai Wan, 香港","富臨皇宮, LEVEL 4(PTN), L5(PORT), L6 & ROOF(PORT), CWIL 118, GREENWOOD TERRACE COMM COMPLEX, HONG MAN STREET, CHAI WAN, HONG KONG","商場 L5 樓 3A 號舖及部份 3B 號舖 Chai Wan, 16號康翠臺, Tai Man St, Chai Wan, Hong Kong"
2211076689,ChIJ6Xqpr3QBBDQRp_gD8Ri5zVI,MX/Deli-O,Aeon Style,MX/Deli-O,Aeon,香港鰂魚涌 康山道1號 康怡廣場(北)地下G3號鋪 MX/Deli-O,香港鰂魚涌康山道2號,"MX/Deli-O, SHOP G3, G/F, KORNHILL PLAZA (NORTH), 1 KORNHILL ROAD, HONG KONG","2 Kornhill Rd, Quarry Bay, Hong Kong"
2211076689,ChIJj190V3MBBDQRUdLCfJP40qE,MX/Deli-O,康怡廣場,MX/Deli-O,Kornhill Plaza,香港鰂魚涌 康山道1號 康怡廣場(北)地下G3號鋪 MX/Deli-O,"1, 2 Kornhill Rd, Quarry Bay, 香港","MX/Deli-O, SHOP G3, G/F, KORNHILL PLAZA (NORTH), 1 KORNHILL ROAD, HONG KONG","1, 2 Kornhill Rd, Quarry Bay, Hong Kong"
2211081816,ChIJD_H6hQQBBDQRRUc3ptTb8DM,新釗記,新釗記,Sun Chiu Kee,Sun Chiu Kee,"香港銅鑼灣 英皇道14號 地下K2, K3及K4舖(部分) 新釗記",香港北角英皇道377號,"Sun Chiu Kee, PORTION OF SHOPS K2, K3 & K4, G/F, 14 KING'S ROAD, CAUSEWAY BAY, HONG KONG","377 King's Rd, North Point, Hong Kong"
2211081816,EjpHLCBLaXUgSGluZyBNYW5zaW9uLCAxNCBLaW5nJ3MgUmQsIENhdXNld2F5IEJheSwgSG9uZyBLb25nIh0aGwoWChQKEgkLeT-hqgEENBEOzrPuQPoDZRIBRw,新釗記,英皇道14號G,Sun Chiu Kee,"G, 14 King's Rd","香港銅鑼灣 英皇道14號 地下K2, K3及K4舖(部分) 新釗記",香港銅鑼灣英皇道14號僑興大廈G,"Sun Chiu Kee, PORTION OF SHOPS K2, K3 & K4, G/F, 14 KING'S ROAD, CAUSEWAY BAY, HONG KONG","G, Kiu Hing Mansion, 14 King's Rd, Causeway Bay, Hong Kong"
2211081816,EjpGLCBLaXUgSGluZyBNYW5zaW9uLCAxNCBLaW5nJ3MgUmQsIENhdXNld2F5IEJheSwgSG9uZyBLb25nIh0aGwoWChQKEgkLeT-hqgEENBEOzrPuQPoDZRIBRg,新釗記,英皇道14號F,Sun Chiu Kee,"F, 14 King's Rd","香港銅鑼灣 英皇道14號 地下K2, K3及K4舖(部分) 新釗記",香港銅鑼灣英皇道14號僑興大廈F,"Sun Chiu Kee, PORTION OF SHOPS K2, K3 & K4, G/F, 14 KING'S ROAD, CAUSEWAY BAY, HONG KONG","F, Kiu Hing Mansion, 14 King's Rd, Causeway Bay, Hong Kong"
2211081816,ChIJVSGRQwUBBDQRMCgwZjN497c,新釗記,新釗記,Sun Chiu Kee,Sun Chiu Kee Restaurant,"香港銅鑼灣 英皇道14號 地下K2, K3及K4舖(部分) 新釗記","K2-K4, 14 Lau Sin St, Causeway Bay, 香港","Sun Chiu Kee, PORTION OF SHOPS K2, K3 & K4, G/F, 14 KING'S ROAD, CAUSEWAY BAY, HONG KONG","K2-K4, 14 Lau Sin St, Causeway Bay, Hong Kong"
2211081904,ChIJuWZv9rvwAzQR5kO1teLKjTU,利苑,元朗,Lee Yuen,Yuen Long,香港北角 城市花園第9至10座 1樓25至28號 33號至36號及39至44號鋪 利苑,香港元朗,"Lee Yuen, SHOP 25-28, 33-36, 39-44, 1/F, SHOPPING ARCADE BLK 9-10, CITY GARDEN, ELECTRIC ROAD, NORTH POINT, HONG KONG","Yuen Long, Hong Kong"
2211081904,ChIJvwJdQQIBBDQR4Rj0hdiGeTg,利苑,城市花園,Lee Yuen,城市花園,香港北角 城市花園第9至10座 1樓25至28號 33號至36號及39至44號鋪 利苑,香港北角電氣道城市花園12座,"Lee Yuen, SHOP 25-28, 33-36, 39-44, 1/F, SHOPPING ARCADE BLK 9-10, CITY GARDEN, ELECTRIC ROAD, NORTH POINT, HONG KONG","City Garden Block 12, Electric Rd, North Point, Hong Kong"
2211085614,ChIJa9uRGwUBBDQRKPRVureH3wk,漢寶海鮮酒家,Hon Po Seafood Restaurant,漢寶海鮮酒家,Hon Po Seafood Restaurant,香港北角 書局街16號 樂嘉中心1樓 漢寶海鮮酒家,"462- 號 1 樓, Roca Centre Block 2, 466 King's Rd, North Point, 香港","漢寶海鮮酒家, 1/F, ROCA CTR, 16 SHU KUK STREET, NORTH POINT, HONG KONG","462- 號 1 樓, Roca Centre Block 2, 466 King's Rd, North Point, Hong Kong"
2211085614,ChIJYQ6MGwUBBDQR45TMq9blmsA,漢寶海鮮酒家,樂嘉中心,漢寶海鮮酒家,Roca Centre,香港北角 書局街16號 樂嘉中心1樓 漢寶海鮮酒家,香港北角書局街18號,"漢寶海鮮酒家, 1/F, ROCA CTR, 16 SHU KUK STREET, NORTH POINT, HONG KONG","18 Shu Kuk St, North Point, Hong Kong"
2211087212,ChIJZ9uRGwUBBDQR9l3pps0-GCc,McDonald's,樂嘉中心2座,McDonald's,Roca Centre Block 2,"香港北角 英皇道466號 樂嘉中心地下 5號鋪及地庫1, 2層 McDonald's",香港北角英皇道466號樂嘉中心2座,"McDonald's, SHOP 5, G/F 1 B/M & 2 B/M PTN, ROCA CTR, 466 KING'S ROAD, NORTH POINT, HONG KONG","Roca Centre Block 2, 466 King's Rd, North Point, Hong Kong"
2211087212,EkLlnLDkuIsgNeiZn-mLqiwgS2VycnkgQ2VudHJlLCA2ODMgS2luZydzIFJkLCBRdWFycnkgQmF5LCBIb25nIEtvbmciKhooChYKFAoSCQcGPOQNAQQ0Edb-aDThbwguEg7lnLDkuIsgNeiZn-mLqg,McDonald's,英皇道683號地下 5號鋪,McDonald's,"地下 5號鋪, 683 King's Rd","香港北角 英皇道466號 樂嘉中心地下 5號鋪及地庫1, 2層 McDonald's",香港鰂魚涌英皇道683號嘉里中心地下 5號鋪,"McDonald's, SHOP 5, G/F 1 B/M & 2 B/M PTN, ROCA CTR, 466 KING'S ROAD, NORTH POINT, HONG KONG","地下 5號鋪, Kerry Centre, 683 King's Rd, Quarry Bay, Hong Kong"
2211088163,ChIJU67WYngBBDQRIJJkG4Ny0Lc,新鴻峰,新鴻峰餐廳,新鴻峰,Xin Hong Feng Restaurant,香港筲箕灣 金華街7號地下 新鴻峰,香港筲箕灣筲箕灣金華街5-7號,"新鴻峰, G/F, 7 KAM WAH STREET, SHAU KEI WAN, HONG KONG","Hong Kong, Shau Kei Wan, 筲箕灣金華街5-7號"
2211088163,EjblnLDkuIsg5paw6bS75bOwLCA3IEthbSBXYSBTdCwgU2hhdSBLZWkgV2FuLCBIb25nIEtvbmciMBouChoSGAoUChIJy52pZHgBBDQRcZO6u5bK2R0QBxIQ5Zyw5LiLIOaWsOm0u-WzsA,新鴻峰,金華街7號地下 新鴻峰,新鴻峰,"地下 新鴻峰, 7 Kam Wa St",香港筲箕灣 金華街7號地下 新鴻峰,香港筲箕灣金華街7號地下 新鴻峰,"新鴻峰, G/F, 7 KAM WAH STREET, SHAU KEI WAN, HONG KONG","地下 新鴻峰, 7 Kam Wa St, Shau Kei Wan, Hong Kong"
2211094241,ChIJNdCecgsBBDQRuCd-Ax4KvDU,McDonald's,栢蕙苑停車場,McDonald's,Parkvale Car Park,香港鰂魚涌 英皇道1060號 柏惠苑地下低層C號鋪及鋪前部份 McDonald's,香港鰂魚涌,"McDonald's, PORTION AT SHOP FRONT AND SHOP C, LG/F, PARK VALE, 1060 KING'S ROAD, QUARRY BAY, HONG KONG","Quarry Bay, Hong Kong"
2211094241,ChIJeWBBbwsBBDQRFY1vRg9tW20,McDonald's,英皇道1060號,McDonald's,1060 King's Rd,香港鰂魚涌 英皇道1060號 柏惠苑地下低層C號鋪及鋪前部份 McDonald's,香港鰂魚涌英皇道1060號,"McDonald's, PORTION AT SHOP FRONT AND SHOP C, LG/F, PARK VALE, 1060 KING'S ROAD, QUARRY BAY, HONG KONG","1060 King's Rd, Quarry Bay, Hong Kong"
2211094241,EjDoi5HlnLDkuIssIDEwNjAgS2luZydzIFJkLCBRdWFycnkgQmF5LCBIb25nIEtvbmciJRojChYKFAoSCXlgQW8LAQQ0ERWNb0YPbVttEgnoi5HlnLDkuIs,McDonald's,英皇道1060號苑地下,McDonald's,"苑地下, 1060 King's Rd",香港鰂魚涌 英皇道1060號 柏惠苑地下低層C號鋪及鋪前部份 McDonald's,香港鰂魚涌英皇道1060號苑地下,"McDonald's, PORTION AT SHOP FRONT AND SHOP C, LG/F, PARK VALE, 1060 KING'S ROAD, QUARRY BAY, HONG KONG","苑地下, 1060 King's Rd, Quarry Bay, Hong Kong"
2211101109,ChIJTS7OhXgBBDQR1TA5brTpFDs,新釗記,金華街公廁,Sun Chiu Kee,Kam Wah Street Public Toilet,香港筲箕灣 金華街10至12號地下 新釗記,香港筲箕灣,"Sun Chiu Kee, G/F, 10-12 KAM WAH STREET, SHAU KEI WAN, HONG KONG","Shau Kei Wan, Hong Kong"
2211106858,EklCTEsgQiwgV2FsdG9uIEVzdGF0ZSBUYWsgU2hvdSBIb3VzZSwgMzQxIENoYWkgV2FuIFJkLCBDaGFpIFdhbiwgSG9uZyBLb25nIiEaHwoWChQKEgnnkp38JwIENBG4gggq2DAECBIFQkxLIEI,真好味,柴灣道341號BLK B,真好味,"BLK B, 341 Chai Wan Rd",香港柴灣 柴灣道341至343號 宏德居B座德壽樓 地下12號鋪 真好味,香港柴灣柴灣道341號宏德居德壽樓BLK B,"真好味, SHOP NO.12, G/F, TAK SHOU HOUSE BLK B, WALTON EST, 341-343 CHAI WAN ROAD, CHAI WAN, HONG KONG","BLK B, Walton Estate Tak Shou House, 341 Chai Wan Rd, Chai Wan, Hong Kong"
2211106858,ChIJeSDu5CcCBDQR21PerE7gtLE,真好味,宏德居,真好味,Walton Estate,香港柴灣 柴灣道341至343號 宏德居B座德壽樓 地下12號鋪 真好味,香港柴灣,"真好味, SHOP NO.12, G/F, TAK SHOU HOUSE BLK B, WALTON EST, 341-343 CHAI WAN ROAD, CHAI WAN, HONG KONG","Chai Wan, Hong Kong"
2211106858,ChIJr5Kc_CcCBDQR_68FedK3vuM,真好味,宏德居商場,真好味,Walton Estate Shopping Centre,香港柴灣 柴灣道341至343號 宏德居B座德壽樓 地下12號鋪 真好味,香港柴灣柴灣道341-343號,"真好味, SHOP NO.12, G/F, TAK SHOU HOUSE BLK B, WALTON EST, 341-343 CHAI WAN ROAD, CHAI WAN, HONG KONG","341-343 Chai Wan Rd, Chai Wan, Hong Kong"
2211119177,ChIJVVUF4ncBBDQRn_IkGhpiVuE,龍悅,筲箕灣道360a號,Dragon Delight,360a Shau Kei Wan Rd,香港筲箕灣 筲箕灣道360號A 筲箕灣天悅廣場 地下低層10號鋪 龍悅,香港筲箕灣筲箕灣道360a號,"Dragon Delight, SHOP 10, LG/F, SMILING SHAU KEI WAN PLAZA, 360A SHAU KEI WAN ROAD, HONG KONG","360a Shau Kei Wan Rd, Shau Kei Wan, Hong Kong"
2211119177,EiwzNjAgU2hhdSBLZWkgV2FuIFJkLCBTaGF1IEtlaSBXYW4sIEhvbmcgS29uZyIbEhkKFAoSCQN-R-53AQQ0EfUNNYc2pA0hEOgC,龍悅,筲箕灣道360號,Dragon Delight,360 Shau Kei Wan Rd,香港筲箕灣 筲箕灣道360號A 筲箕灣天悅廣場 地下低層10號鋪 龍悅,香港筲箕灣筲箕灣道360號,"Dragon Delight, SHOP 10, LG/F, SMILING SHAU KEI WAN PLAZA, 360A SHAU KEI WAN ROAD, HONG KONG","360 Shau Kei Wan Rd, Shau Kei Wan, Hong Kong"
2211119177,ChIJUbf5V50BBDQR8eWuEArTbNs,龍悅,天悅筲箕灣廣場,Dragon Delight,Smiling Shaukeiwan Plaza,香港筲箕灣 筲箕灣道360號A 筲箕灣天悅廣場 地下低層10號鋪 龍悅,香港筲箕灣南康街17號,"Dragon Delight, SHOP 10, LG/F, SMILING SHAU KEI WAN PLAZA, 360A SHAU KEI WAN ROAD, HONG KONG","17 Nam Hong St, Shau Kei Wan, Hong Kong"
2211121208,ElBMIEJMREcsIFdvcmtpbmdiZXJnIENvbW1lcmNpYWwgQnVpbGRpbmcsIDQxLTQ3IE1hcmJsZSBSZCwgTm9ydGggUG9pbnQsIEhvbmcgS29uZyIiGiAKFgoUChIJJ22vOgUBBDQRln7yr87cjJMSBkwgQkxERw,香港燒臘飯店,馬寶道41-47號L BLDG,香港燒臘飯店,"L BLDG, 41-47 Marble Rd",香港北角 馬寶道41至47號 華寶商業大廈地下1，2及3號鋪 香港燒臘飯店,香港北角馬寶道41-47號華寶商業大廈L BLDG,"香港燒臘飯店, SHOP 1, 2 & 3, G/F, WORKINGBERG COMM'L BLDG, 41-47 MARBLE ROAD, NORTH POINT, HONG KONG","L BLDG, Workingberg Commercial Building, 41-47 Marble Rd, North Point, Hong Kong"
2211121208,ChIJd0G3OgUBBDQR6ty3kn1-hBo,香港燒臘飯店,香港燒味餐廳,香港燒臘飯店,HK Roasted Meat Restaurant,香港北角 馬寶道41至47號 華寶商業大廈地下1，2及3號鋪 香港燒臘飯店,香港北角馬寶道41至47號華寶商業大廈HK 香港島地下1，2及3號舖,"香港燒臘飯店, SHOP 1, 2 & 3, G/F, WORKINGBERG COMM'L BLDG, 41-47 MARBLE ROAD, NORTH POINT, HONG KONG","Hong Kong, North Point, Marble Rd, 41至47號, Workingberg Commercial Building, HK 香港島地下1，2及3號舖"
2211122247,ChIJa6ulPwUBBDQRI9VCL3SlI4w,曼谷泰國菜館,曼谷泰菜,Bangkok Thai. Rest.,Bangkok Restaurant,香港北角 英皇道433至437號 珠璣大廈地下B鋪 曼谷泰國菜館,香港北角英皇道433-437號,"Bangkok Thai. Rest., SHOP B, G/F, CHU KEE BUILDING, 433-437 KING'S ROAD, NORTH POINT, HONG KONG","433-437 King's Rd, North Point, Hong Kong"
2211127774,EjgzOCwgRy9GLCBCTE9DSywgOSBDaXR5IEdhcmRlbiBSZCwgTm9ydGggUG9pbnQsIEhvbmcgS29uZyIqGigKFgoUChIJW-i1TQIBBDQRrOrwPM-af_MSDjM4LCBHL0YsIEJMT0NL,自然也,"城市花園道9號38, G/F, BLOCK",ZI NEN YA,"38, G/F, BLOCK, 9 City Garden Rd",香港北角 城市花園第9座 地下36至38號鋪 自然也,"香港北角城市花園道9號38, G/F, BLOCK","ZI NEN YA, SHOP 36-38, G/F, BLOCK 9, CITY GARDEN SHOPPING CENTRE, NORTH POINT, HONG KONG","38, G/F, BLOCK, 9 City Garden Rd, North Point, Hong Kong"
2211127774,ChIJh1yRWwIBBDQRJDVfw2yQ9i8,自然也,自然屋日本料理,ZI NEN YA,Shizen Ya Japanese Restaurant,香港北角 城市花園第9座 地下36至38號鋪 自然也,香港北角電氣道233號城市花園36-38,"ZI NEN YA, SHOP 36-38, G/F, BLOCK 9, CITY GARDEN SHOPPING CENTRE, NORTH POINT, HONG KONG","Hong Kong, 北角電氣道233號城市花園36-38"
2211130455,ChIJ6Y1Y5C8CBDQRfnkslxFVz84,McDonald's,富怡花園,McDonald's,Cheerful Garden,香港柴灣 小西灣道23號 富怡花園停車場大廈 地下C-10至C-19號鋪 McDonald's,香港小西灣,"McDonald's, SHOP C10-C19, G/F, CARPARK BLDG OF COM BLDG, CHEERFUL GDN, 23 SIU SAI WAN ROAD, HONG KONG","Siu Sai Wan, Hong Kong"
2211130455,ChIJ8XOoWCUCBDQRgNHevOwsZAY,McDonald's,小西灣道23號,McDonald's,23 Siu Sai Wan Rd,香港柴灣 小西灣道23號 富怡花園停車場大廈 地下C-10至C-19號鋪 McDonald's,香港小西灣小西灣道23號,"McDonald's, SHOP C10-C19, G/F, CARPARK BLDG OF COM BLDG, CHEERFUL GDN, 23 SIU SAI WAN ROAD, HONG KONG","23 Siu Sai Wan Rd, Siu Sai Wan, Hong Kong"
2211130455,ChIJ76Vm-i8CBDQRTWfx6BK8-m0,McDonald's,富怡花園,McDonald's,Cheerful Garden,香港柴灣 小西灣道23號 富怡花園停車場大廈 地下C-10至C-19號鋪 McDonald's,香港柴灣小西灣道23號,"McDonald's, SHOP C10-C19, G/F, CARPARK BLDG OF COM BLDG, CHEERFUL GDN, 23 SIU SAI WAN ROAD, HONG KONG","23 Siu Sai Wan Rd, Chai Wan, Hong Kong"
2211130455,ChIJH4IkAjACBDQR6EA67I51nIc,McDonald's,富怡花園多層停車場,McDonald's,Cheerful Garden Multi-Storey Car Park,香港柴灣 小西灣道23號 富怡花園停車場大廈 地下C-10至C-19號鋪 McDonald's,香港小西灣小西灣道23號,"McDonald's, SHOP C10-C19, G/F, CARPARK BLDG OF COM BLDG, CHEERFUL GDN, 23 SIU SAI WAN ROAD, HONG KONG","23 Siu Sai Wan Rd, Siu Sai Wan, Hong Kong"
2211131591,EjhHLCA4IFBvIE1hbiBTdHJlZXQsIDggUG8gTWFuIFN0LCBTaGF1IEtlaSBXYW4sIEhvbmcgS29uZyIdGhsKFgoUChIJf-4OZngBBDQRAMLzZHnP5JcSAUc,麗姐茶餐廳,寶文街8號G,麗姐茶餐廳,"G, 8 Po Man St",香港筲箕灣 寶文街8號地下 麗姐茶餐廳,香港筲箕灣寶文街8號寶文街8號G,"麗姐茶餐廳, G/F, 8 PO MAN STREET, SHAU KEI WAN, HONG KONG","G, 8 Po Man Street, 8 Po Man St, Shau Kei Wan, Hong Kong"
2211131591,EjhGLCA4IFBvIE1hbiBTdHJlZXQsIDggUG8gTWFuIFN0LCBTaGF1IEtlaSBXYW4sIEhvbmcgS29uZyIdGhsKFgoUChIJf-4OZngBBDQRAMLzZHnP5JcSAUY,麗姐茶餐廳,寶文街8號F,麗姐茶餐廳,"F, 8 Po Man St",香港筲箕灣 寶文街8號地下 麗姐茶餐廳,香港筲箕灣寶文街8號寶文街8號F,"麗姐茶餐廳, G/F, 8 PO MAN STREET, SHAU KEI WAN, HONG KONG","F, 8 Po Man Street, 8 Po Man St, Shau Kei Wan, Hong Kong"
2211131801,ChIJK6gqlHYBBDQRiqWvLeXYutM,二記飯店,二記海鮮飯店,二記飯店,二記海鮮飯店,香港西灣河 太安街太安樓地下A13號鋪 二記飯店,香港西灣河西灣河太安樓商場A12號舖,"二記飯店, SHOP A13, G/F, TAI ON BLDG, TAI ON STREET, SAI WAN HO, HONG KONG","Hong Kong, Sai Wan Ho, 西灣河太安樓商場A12號舖"
2211131801,ChIJbyVwoXYBBDQRhW_SBTBwwzA,二記飯店,太安樓,二記飯店,Tai On Building,香港西灣河 太安街太安樓地下A13號鋪 二記飯店,香港西灣河,"二記飯店, SHOP A13, G/F, TAI ON BLDG, TAI ON STREET, SAI WAN HO, HONG KONG","Sai Wan Ho, Hong Kong"
2211131801,ChIJg-rWvHYBBDQRDTXtuGrYWeo,二記飯店,林記車仔麵,二記飯店,林記車仔麵,香港西灣河 太安街太安樓地下A13號鋪 二記飯店,"Shop A12, Tai On Building, 57-87 Shau Kei Wan Rd, Sai Wan Ho, 香港","二記飯店, SHOP A13, G/F, TAI ON BLDG, TAI ON STREET, SAI WAN HO, HONG KONG","Shop A12, Tai On Building, 57-87 Shau Kei Wan Rd, Sai Wan Ho, Hong Kong"
2211137058,ChIJH4IkAjACBDQR6EA67I51nIc,富興燒臘飯店,富怡花園多層停車場,富興燒臘飯店,Cheerful Garden Multi-Storey Car Park,香港柴灣 小西灣道23號 富怡花園停車場大廈 地下C1及C2號鋪 富興燒臘飯店,香港小西灣小西灣道23號,"富興燒臘飯店, SHOP C1-C2, G/F, CHEERFUL GARDEN CARPARK BLOCK, 23 SIU SAI WAN ROAD, HONG KONG","23 Siu Sai Wan Rd, Siu Sai Wan, Hong Kong"
2211137058,ChIJ76Vm-i8CBDQRTWfx6BK8-m0,富興燒臘飯店,富怡花園,富興燒臘飯店,Cheerful Garden,香港柴灣 小西灣道23號 富怡花園停車場大廈 地下C1及C2號鋪 富興燒臘飯店,香港柴灣小西灣道23號,"富興燒臘飯店, SHOP C1-C2, G/F, CHEERFUL GARDEN CARPARK BLOCK, 23 SIU SAI WAN ROAD, HONG KONG","23 Siu Sai Wan Rd, Chai Wan, Hong Kong"
2211138839,ChIJpeCNFXMBBDQRqLHHeAwvJEM,Pokka Cafe (UNY),太古城海天花園景天閣,Pokka Cafe (UNY),Taikoo Shing Horizon Gardens King Tien Mansion,香港太古城 太古城道18號 海天花園地下(部分) Pokka Cafe (UNY),香港鰂魚涌太古城道18D號,"Pokka Cafe (UNY), G/F(PORTION), HORIZON GARDEN, 18 TAIKOO SHING ROAD, HONG KONG","Hong Kong, Quarry Bay, 太古城道18D號"
2211138839,ChIJP5RubnMBBDQR1UHUuHqPpLw,Pokka Cafe (UNY),太古城道18號,Pokka Cafe (UNY),18 Tai Koo Shing Rd,香港太古城 太古城道18號 海天花園地下(部分) Pokka Cafe (UNY),香港鰂魚涌太古城道18號,"Pokka Cafe (UNY), G/F(PORTION), HORIZON GARDEN, 18 TAIKOO SHING ROAD, HONG KONG","18 Tai Koo Shing Rd, Quarry Bay, Hong Kong"
2211140915,ChIJn9RTxnUBBDQRRC5BvEd6O2M,御港海鮮酒家,興東商場,IMPERIAL HARBOUR SEAFOOD RESTAURANT,Hing Tung Shopping Centre,香港興東邨 興東商場2樓201號鋪 御港海鮮酒家,香港筲箕灣耀興道55號,"IMPERIAL HARBOUR SEAFOOD RESTAURANT, SHOP NO. 201, 2/F, HING TUNG SHOPPING CENTRE, HING TUNG ESTATE, SHAU KEI WAN, HONG KONG","55 Yiu Hing Rd, Shau Kei Wan, Hong Kong"
2211140915,ChIJnX_rxXUBBDQRQVQuykpgyzk,御港海鮮酒家,IH Seafood Restaurant,IMPERIAL HARBOUR SEAFOOD RESTAURANT,IH Seafood Restaurant,香港興東邨 興東商場2樓201號鋪 御港海鮮酒家,香港西灣河西灣河 興東村興東商場2樓,"IMPERIAL HARBOUR SEAFOOD RESTAURANT, SHOP NO. 201, 2/F, HING TUNG SHOPPING CENTRE, HING TUNG ESTATE, SHAU KEI WAN, HONG KONG","Hong Kong, Sai Wan Ho, 西灣河 興東村興東商場2樓"
2211144263,ChIJpe20bgUBBDQRIcxyXHNszz4,大江戶日本料理,大江戶日本料理,Oedo,OEDO Japanese Restaurant,香港北角 英皇道500號 港運城地庫B10號鋪 大江戶日本料理,"Shop B10, B/F, Island Place, 500 King's Road, North Point, North Point, 香港","Oedo, SHOP B10, BASEMENT, ISLAND PLACE, 500 KING'S ROAD, NORTH POINT, HONG KONG","Shop B10, B/F, Island Place, 500 King's Road, North Point, North Point, Hong Kong"
